id,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF31,OF33,OF34,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F66b,F67,F68,S1,S2,S4,S5,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit,Provincial_Class,Federal_Class,Regime,Vegetation_Type,Vegetation_Cover,Woody_Canopy_Cover,Moss_Cover,Phragmites,Soil_Type,Surface_Water_Present,Saturation_Depth,Living_Moss_Depth,Organic_Depth,Hydrogeomorphic_Class,F65
163.0,5.0,5.0,7.0,1.0,0.0,0.0,4.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,4.0,0.54,0.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,1486.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,232.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,28.7,2.0,6.16
167.0,1.0,5.0,6.0,1.0,0.0,0.0,4.0,1.0,1.0,5.0,7.0,5.0,6.0,5.0,1.0,0.39,0.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,1538.0,2.0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,94.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,6.0,0.0,7.0,0.0,0.0,142.66666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,12.3,7.0,6.62
169.0,3.0,5.0,7.0,1.0,0.0,0.0,4.0,4.0,3.0,5.0,7.0,6.0,6.0,5.0,4.0,0.43,0.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1342.0,0.0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,3.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,63.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,2.0,3.0,2.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.3,40.0,2.0,7.35
16.0,1.0,5.0,7.0,1.0,3.0,0.0,5.0,5.0,3.0,2.0,6.0,5.0,6.0,5.0,4.0,0.6,0.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1418.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,232.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,1.7,60.3,2.0,6.17
174.0,1.0,5.0,7.0,4.0,3.0,1.0,4.0,4.0,3.0,5.0,7.0,4.0,6.0,2.0,4.0,0.0787,0.0,4.0,4.0,1.0,2.0,3.0,3.0,6.0,1670.0,2.0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,224.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,0.0,0.0,4.0,6.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,89.66666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,4.0,0.0,2.0,1.0,2.0,5.7,237.3,4.0,0
175.0,4.0,5.0,7.0,4.0,2.0,1.0,4.0,2.0,3.0,5.0,6.0,4.0,6.0,2.0,3.0,0.1969,0.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1697.0,2.0,6.0,0.0,0.0,0.3333333333333333,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,224.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,3.0,1.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,65.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,2.0,32.0,4.0,0
177.0,4.0,5.0,7.0,2.0,3.0,0.0,4.0,5.0,3.0,2.0,4.0,4.0,6.0,5.0,4.0,0.77,0.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1512.0,0.0,6.0,0.0,1.0,0.3333333333333333,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,192.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,63.0,0.0,0.0,0.666666667,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.7,140.60000000000002,4.0,6.31
178.0,1.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,5.0,7.0,5.0,6.0,1.0,4.0,0.58,0.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1551.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,160.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,0.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,4.7,160.3,4.0,3.63
17.0,2.0,5.0,7.0,1.0,3.0,0.0,5.0,5.0,3.0,3.0,7.0,5.0,6.0,5.0,4.0,0.55,0.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1407.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,232.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,28.7,0.0,6.35
189.0,1.0,6.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,5.0,7.0,5.0,6.0,1.0,4.0,0.58,0.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1551.0,0.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,128.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,51.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,7.7,222.0,4.0,3.53
18.0,3.0,6.0,7.0,1.0,3.0,0.0,5.0,5.0,3.0,5.0,3.0,5.0,6.0,5.0,4.0,0.01,0.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,1426.0,2.0,6.0,0.0,0.0,0.3333333333333333,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,168.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,45.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,25.0,0.0,6.02
191.0,3.0,5.0,6.0,2.0,3.0,0.0,3.0,4.0,3.0,5.0,4.0,3.0,6.0,4.0,4.0,0.47,0.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1692.0,0.0,6.0,0.0,0.0,0.3333333333333333,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,128.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,2.0,1.0,6.0,1.0,7.0,0.0,0.0,52.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,5.0,46.7,5.0,4.65
192.0,1.0,6.0,7.0,1.0,3.0,0.0,4.0,4.0,3.0,5.0,7.0,6.0,6.0,4.0,4.0,0.45,0.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1358.0,0.0,6.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,128.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,6.7,108.6,5.0,4.85
208.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,4.0,4.0,6.0,1.0,2.0,2.0,0.001,0.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,1945.0,2.0,6.0,0.0,0.0,0.3333333333333333,0.3333333333333333,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,3.0,80.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,1.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,36.7,4.0,0
209.0,2.0,4.0,5.0,6.0,0.0,0.0,4.0,1.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,0.06,0.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1950.0,2.0,6.0,1.0,0.0,0.3333333333333333,0.3333333333333333,4.0,3.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,224.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,1.0,7.0,0.0,0.0,211.66666666666666,0.3333333333333333,0.6666666666666666,0.5,0.148148148,0.111111111,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0
210.0,3.0,5.0,5.0,6.0,3.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,0.096,0.0,4.0,4.0,1.0,1.0,3.0,3.0,6.0,2092.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,192.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,74.66666666666667,0.0,1.0,0.0,0.0,0.138888889,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.6666666666666666,3.3333333333333335,1.0,0.0,4.0,0.0,2.0,1.0,2.0,11.7,55.3,4.333333333333333,0
212.0,3.0,4.0,5.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,0.08,0.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,2254.0,2.0,6.0,0.0,0.0,0.0,0.3333333333333333,4.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,224.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,369.3333333333333,0.0,1.0,0.5,0.0,0.138888889,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.6666666666666666,3.3333333333333335,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,59.7,4.333333333333333,0
213.0,4.0,5.0,5.0,6.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,1.0,0.07,0.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,2272.0,1.0,6.0,1.0,1.0,0.3333333333333333,0.3333333333333333,4.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,80.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,403.0,1.0,1.0,0.333333333,0.0,0.138888889,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,3.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,3.6666666666666665,0
214.0,3.0,4.0,6.0,2.0,0.0,0.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,0.01,0.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,2241.0,0.0,6.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,64.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,0.0,6.0,1.0,7.0,0.0,0.0,403.0,1.0,1.0,0.5,0.0,0.138888889,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,3.0,1.0,0.0,2.0,0.0,2.0,0.0,85.3,3.6666666666666665,0
215.0,4.0,5.0,7.0,1.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,0.19,0.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,2065.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,64.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,5.0,1.0,7.0,0.0,0.0,159.66666666666666,0.3333333333333333,1.0,0.0,0.0,0.138888889,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.6666666666666666,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,5.666666666666667,0
218.0,5.0,5.0,5.0,2.0,3.0,0.0,3.0,4.0,2.0,5.0,6.0,2.0,1.0,5.0,4.0,0.03,0.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,1893.0,2.0,6.0,1.0,0.0,0.3333333333333333,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,64.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,5.0,1.0,7.0,0.0,1.0,337.3333333333333,0.6666666666666666,1.0,0.5,0.0,0.138888889,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.3333333333333333,1.0,0.0,1.0,0.3333333333333333,1.0,4.0,2.0,0.0,1.0,5.666666666666667,0
219.0,1.0,5.0,6.0,7.0,3.0,0.0,3.0,4.0,2.0,5.0,7.0,5.0,4.0,5.0,4.0,0.24,0.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1955.0,2.0,6.0,0.0,0.0,0.0,0.3333333333333333,1.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,224.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,6.0,1.0,7.0,0.0,2.0,211.66666666666666,0.3333333333333333,0.6666666666666666,0.0,0.148148148,0.111111111,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,11.7,78.3,4.0,0
220.0,4.0,5.0,5.0,6.0,1.0,0.0,5.0,1.0,1.0,5.0,6.0,3.0,2.0,5.0,4.0,0.13,0.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,2314.0,2.0,6.0,1.0,1.0,1.0,0.3333333333333333,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,403.0,1.0,1.0,0.5,0.0,0.138888889,0.22222222233333333,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.6666666666666666,1.3333333333333333,1.0,0.0,3.0,0.0,2.0,4.0,2.0,4.0,126.0,6.0,0
221.0,4.0,5.0,7.0,1.0,3.0,0.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,0.56,0.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2254.0,0.0,6.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,0.0,6.0,1.0,7.0,0.0,2.0,403.0,1.0,1.0,0.333333333,0.0,0.138888889,0.22222222233333333,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,4.0,2.0,4.6000000000000005,138.83333333333334,3.6666666666666665,0
223.0,4.0,5.0,6.0,4.0,3.0,0.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,0.19,0.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,2118.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,6.0,1.0,7.0,0.0,2.0,221.33333333333334,1.0,1.0,0.333333333,0.0,0.138888889,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.3333333333333333,1.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,17.7,6.0,0
