id,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF31,OF33,OF34,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F65,F66b,F67,F68,S1,S2,S4,S5,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit,Provincial_Class,Federal_Class,Regime,Vegetation_Type,Vegetation_Cover,Woody_Canopy_Cover,Moss_Cover,Phragmites,Soil_Type,Surface_Water_Present,Saturation_Depth,Living_Moss_Depth,Organic_Depth,Hydrogeomorphic_Class
221,4,5,7,1,3,0,4,3,1,5,4,2,3,3,4,0.56,0,4,4,1,3,3,2,3,2254,0,6,0,0,0.666666667,0,0,4,3,0,0,0,0,1,2,5,2,0,3,4,1,3,1,1,2,1,2,1,1,1,1,1,2,1,4,2,4,2,3,2,4,1,4,4,1,3,1,0,1,1,1,0,1,1,3,0,1,3,1,4,2,2,5,1,4,3,0,6,1,7,0,2,0,62.05882353,1,1,0.333333333,0,0,0,0,1,2,2,0,1,1,2,0,2,2,4,0.461538462,1.538461538,1,0,1,0.230769231,1,4,2,2,71.85,4
223,4,5,6,4,3,0,4,2,2,4,3,4,3,5,4,0.19,0,4,4,2,1,3,2,3,2118,2,6,0,0,0.333333333,0,2,4,3,0,0,0,1,0,1,6,0,0,4,5,1,1,1,1,1,1,3,1,1,1,1,2,4,4,2,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,1,5,0,0,1,1,4,3,1,6,1,7,0,2,0,61.88235294,1,1,0.333333333,0,0,0,0,0,2,2,0,0,1,0,1,1,2,4,0.307692308,1.692307692,1,0,1,0.153846154,0,0,2,0,17.7,4
226,2,4,5,4,0,0,4,2,2,4,6,4,2,5,4,0.04,0,4,4,2,1,3,3,3,1950,0,6,1,0,0,0,4,3,0,4,0,2,0,1,0,3,0,168,1,2,1,1,2,1,1,4,1,2,2,1,1,3,3,2,1,5,5,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,3,1,1,4,2,2,5,1,4,1,0,5,1,7,0,0,0,61.70588235,0.8,1,0.5,0,0,0,0,0,2,1,0,0,2,0,0,1,3,1,0.153846154,1.846153846,1,1,2,0.076923077,2,1,2,4,76.3,4
227,1,1,6,4,3,1,5,4,3,5,7,5,2,1,2,0.1,0,4,4,3,1,3,1,6,1945,2,6,0,0,0,0,4,3,0,0,0,5,0,2,1,1,1,232,3,1,0,0,0,1,2,4,1,2,4,1,1,2,3,1,2,5,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,3,3,1,4,2,1,5,1,4,1,1,6,1,1,0,1,0,61.52941176,0.6,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,3,1,0,2,1,0,2,0,2,0,2,2.7,96,4
228,2,5,5,6,3,2,4,1,1,1,2,5,1,2,2,0.025,0,4,4,3,2,3,2,1,2017,2,6,0,0,0,0,4,3,0,5,0,2,0,0,1,0,2,232,3,1,0,0,0,1,1,4,3,2,1,1,1,3,4,1,2,5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,0,61.35294118,0.4,1,0.333333333,0.017777778,0.013333333,0,0,0,2,2,0,0,1,0,0,2,3,0,0,2,1,1,2,0,0,0,2,5,24,4
229,4,5,7,1,0,0,5,3,2,4,3,3,3,5,4,0.14,0,4,4,2,1,3,1,6,2236,0,6,1,0,0,0,4,3,0,3,2,2,2,2,2,2,2,186,2,2,2,1,1,1,1,3,3,2,1,1,1,2,3,2,2,4,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,1,5,0,0,5,1,4,1,0,5,1,7,0,0,0,61.17647059,0.2,1,0,0.035555556,0.026666667,0,0,0,2,2,0,0,2,0,0,1,3,1,0,1.5,0.5,1,3,0,2,0,2,12.2,68.5,2
22,4,5,7,1,3,0,5,5,3,4,4,3,6,5,4,0.71,0,4,4,1,1,3,1,4,1523,0,0,0,0,0,0,2,4,3,1,1,1,2,0,2,4,1,64,3,4,2,1,2,1,2,2,3,2,2,1,1,1,4,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,2,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,6.31,61,0,1,0,0.053333333,0.04,0,1,0,1,1,0,1,1,2,1,1,2,4,0,1,0,0,0,0,0,0,2,0,21.3,0
230,5,5,7,1,0,0,5,4,3,3,3,2,3,5,2,0.54,0,4,4,1,1,3,3,3,2272,0,6,1,0,0,0.5,2,3,0,3,2,2,2,2,1,2,2,232,1,2,2,1,2,1,2,4,3,1,1,2,1,3,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,1,1,4,2,3,5,1,4,1,1,6,1,7,0,0,0,60.68571429,0,1,0.333333333,0.071111111,0.053333333,0,2,0,1,1,1,0,1,1,1,1,3,1,0,1.25,0.25,1,2,0,2,1,2,9,64.8,1
231,3,5,7,1,0,0,5,1,2,5,3,3,4,5,4,0.37,0,4,4,2,1,3,2,4,1971,0,6,0,0,0,1,4,3,1,2,0,2,0,2,0,3,2,168,1,3,1,1,1,1,1,2,3,2,1,1,1,2,3,2,2,4,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,1,1,5,0,0,5,1,4,1,1,5,1,7,0,0,0,60.37142857,0,1,0,0.088888889,0.066666667,0,1,0,0,0,2,0,2,0,2,1,3,0,0,1.5,0.5,2,0,0,2,0,2,4,76,2
232,1,4,7,2,0,0,5,1,2,5,7,0,5,5,4,2146,0,4,4,2,1,2,2,4,2146,2,6,0,0,0,0.5,4,3,4,0,0,0,4,0,2,2,1,80,1,2,2,1,1,4,4,1,1,1,2,1,1,2,2,3,3,4,5,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,2,2,5,0,0,1,1,4,2,2,6,1,7,0,2,0,60.05714286,0,1,0.333333333,0.106666667,0.08,0,0,2,2,0,0,0,1,0,2,1,3,0,0,1.75,0.75,1,1,0,1,2,2,0,0,3
233,4,5,6,1,0,0,3,4,3,5,6,3,3,5,1,0.25,0,4,4,2,2,3,2,6,2141,0,6,2,0,0,0,4,3,4,2,0,4,1,3,2,1,3,232,1,2,2,2,2,1,2,4,3,2,1,1,1,3,4,2,2,4,5,1,1,1,5,1,2,0,0,0,0,0,0,1,0,0,2,2,5,0,3,3,1,2,2,2,2,1,4,1,1,6,1,1,0,1,0,59.74285714,0,1,0,0.124444444,0.093333333,0,1,2,1,1,0,0,2,0,1,1,3,0,0,2,1,1,2,0,0,0,2,4.15,32.7,4
236,3,5,6,1,2,1,4,2,2,2,4,5,3,2,2,0.212,0,4,4,3,1,3,3,6,2039,2,6,0,0,0,0.2,4,2,1,1,0,3,0,2,4,1,3,224,1,1,0,0,0,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,0,59.42857143,0,1,0.333333333,0.142222222,0.106666667,0,2,0,0,0,1,0,2,0,2,1,1,2,0,3,1,2,4,0,2,1,2,8.3,71,5
237,3,5,6,2,0,0,5,5,3,4,6,4,2,4,4,0.12,0,4,4,1,1,3,2,6,2092,0,6,0,0,0,0.4,2,1,3,0,0,2,0,2,3,2,2,128,3,1,0,0,0,1,2,3,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,1,4,2,2,5,1,4,1,1,6,1,7,0,0,0,59.11428571,0,1,0.5,0.16,0.12,0,1,0,0,0,1,0,2,1,2,0,4,8,0,3,1,3,3,0,2,1,2,6.2,29.1,5
238,1,5,6,3,1,0,4,5,3,6,7,3,3,1,2,0.03,0,4,4,1,1,3,2,6,2026,2,6,0,0,0,0.6,2,2,4,1,0,2,0,2,0,5,1,128,4,4,3,1,1,1,2,4,1,1,3,2,2,3,3,3,2,5,1,1,1,1,1,0,0,5,2,1,0,0,0,0,0,0,1,2,3,0,2,3,1,5,0,0,5,1,4,1,1,6,1,7,0,0,0,58.8,0,1,0.333333333,0.177777778,0.133333333,0,0,0,2,2,0,0,2,0,0,0,1,2,0,3,1,0,4,0,2,0.5,2,7,63,5
239,5,6,6,6,3,0,4,4,3,5,3,3,3,5,4,0.26,0,4,4,2,1,3,3,6,2314,0,0,2,1,0.2,0.8,4,1,0,0,0,1,0,2,2,2,2,0,4,5,0,0,0,1,1,4,1,1,1,1,1,1,3,1,2,5,1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,0,0,58.48571429,0,1,0.333333333,0.195555555,0.146666667,0,1,0,0,0,2,0,2,0,2,0,1,5,0.666666667,3.666666667,1,0,2,0,2,0,2,9.8,290.5,4.666666667
240,4,5,7,1,3,0,5,4,2,4,3,3,3,2,1,0.27,0,4,4,3,1,2,2,4,2140,2,6,0,0,0.4,1,4,1,3,2,0,0,3,2,4,1,1,224,3,1,0,0,0,1,2,3,1,2,1,1,1,3,3,1,2,5,4,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,1,3,1,4,2,2,5,1,4,1,2,6,1,7,0,2,0,58.17142857,0,1,0.333333333,0.213333333,0.16,0,1,2,1,1,0,0,2,0,0,1,1,2,1.333333333,4.333333333,1,2,3,0,2,0,2,0,185.6,4.333333333
241,4,5,4,6,0,0,2,4,3,4,6,3,3,2,2,0.25,0,4,4,2,3,3,3,6,2141,0,6,0,0,0.6,0.5,3,2,4,0,0,3,0,3,2,3,3,224,2,4,3,3,1,1,2,4,2,2,1,2,3,3,3,1,4,2,1,1,2,2,5,1,5,3,1,1,1,0,0,1,0,0,1,2,0,0,3,3,1,3,2,1,5,1,4,3,1,6,1,7,0,0,0,57.85714286,0,1,0.666666667,0.231111111,0.173333333,0,0,1,2,2,0,0,2,0,0,0,1,2,2,5,1,0,2,0,2,4,2,2.75,80.7,4
242,2,5,7,1,3,0,5,2,2,4,4,4,3,5,4,0.2,0,4,4,2,1,3,1,3,1971,2,6,0,0.5,0.8,0,3,2,3,0,0,0,1,0,2,0,1,0,4,4,3,2,1,1,1,3,1,1,1,1,1,2,3,2,1,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,1,5,0,0,5,1,4,3,1,6,1,7,0,0,0,57.54285714,0,1,0.333333333,0.248888889,0.186666666,0,0,0,2,2,0,0,1,0,0,1,1,2,1.5,4.5,1,0,3,0,2,1,2,5.5,39.5,4.25
248,2,2,5,6,0,0,4,3,2,3,4,6,2,5,4,0.13,0,4,4,2,1,3,3,6,1903,0,6,1,1,1,0,3,1,3,0,0,1,0,3,4,1,3,160,1,1,0,0,0,1,2,3,1,1,1,1,1,1,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,0,0,57.22857143,0,1,0,0.266666666,0.2,0,2,0,0,0,1,0,2,0,2,1,4,8,1,4,1,0,3,0,2,1,2,7.7,90,4.5
249,4,5,6,6,3,0,5,1,1,4,5,5,2,5,4,0.22,0,4,4,1,1,3,3,6,2192,0,6,1,0,0.666666667,0,4,1,3,0,0,0,0,2,3,3,3,192,3,2,2,1,1,1,1,5,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,0,0,56.91428571,0,1,0,0.284444444,0.213333333,0,2,0,0,0,1,0,2,0,2,2,4,8,0.5,3.5,1,0,4,0,2,1,2,7.8,120.9,4.75
250,2,4,5,2,2,2,3,2,2,2,4,6,2,1,4,0.005,1,4,4,2,2,3,3,6,2039,0,6,0,0,0.333333333,0,4,1,0,1,0,2,0,2,3,2,3,224,2,3,1,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,56.6,0,1,0,0.302222222,0.226666666,0,2,0,0,0,1,2,2,2,2,2,4,8,0,3,1,0,4,0,2,1,2,4.3,87,5
251,1,4,5,6,3,0,3,1,1,4,7,5,1,5,4,0.03,0,4,4,3,3,3,1,6,2181,0,6,0,0,0,0,4,1,0,0,0,2,0,2,4,2,2,160,1,2,1,1,1,1,1,4,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,0,5,1,7,0,0,0,56.28571429,0,1,0.333333333,0.32,0.24,0,2,0,0,0,2,0,2,0,2,2,4,8,0,3,1,0,2,0,2,1,2,9.3,126.7,5
252,4,5,4,4,0,0,4,4,3,5,6,5,2,4,4,0.12,0,4,4,2,1,3,3,6,2181,0,6,0,0,0,0,2,1,0,2,0,3,0,2,3,1,2,224,1,1,0,0,0,1,2,5,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,3,2,3,5,1,4,1,0,6,1,7,0,1,0,55.97142857,0,1,0.5,0.337777777,0.253333333,0,2,0,0,0,1,0,2,0,2,1,4,8,0,3,1,2,4,0,2,1,2,8.3,99,5
253,2,2,2,6,2,2,4,2,2,4,7,4,3,1,4,0.146,0.5,0,1,1,2,3,3,6,2139,2,6,0,0,0,0,3,1,0,1,0,3,0,4,0,5,2,128,3,1,0,0,0,1,1,4,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,4,1,2,2,1,4,3,1,5,1,7,0,1,0,55.65714286,0,1,0,0.355555555,0.266666666,0,2,1,0,0,1,2,2,2,2,2,4,7,0,3,1,2,4,0,2,1,2,4.15,184.85,5
254,1,6,7,1,3,0,4,4,3,5,7,0,3,5,4,0.38,1,4,4,1,2,3,3,6,2039,0,6,1,0,0.00952381,0,2,1,3,0,0,2,1,3,3,1,1,128,3,2,0,0,0,1,2,4,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,0,0,0,0,55.34285714,0,1,0,0.373333333,0.28,0,2,1,0,0,1,2,2,2,2,2,4,8,0,2.5,1,3,2,0,2,1,2,0,270.7,5
255,1,5,7,1,3,1,5,4,3,5,7,4,2,2,2,0.061,0,4,4,3,0,3,3,6,2038,2,6,0,0,0.019047619,0.5,3,1,0,3,0,2,0,2,3,0,3,224,2,1,0,0,0,1,1,4,2,2,1,1,1,2,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,4,1,4,1,1,6,1,7,0,1,0,55.02857143,0,1,0,0.391111111,0.293333333,0,2,0,0,0,2,0,2,0,2,0,4,7,0,2,1,1,2,0,0,0,2,1.7,26,5
258,4,5,5,4,3,0,4,4,3,1,5,2,3,5,1,0.22,0,4,4,2,1,3,3,4,2272,2,6,0,0,0.028571429,1,4,4,3,0,0,0,0,2,0,5,1,0,4,4,1,2,2,2,1,1,2,2,2,1,1,1,2,1,4,3,1,2,3,2,5,1,5,2,1,3,1,0,1,3,0,0,1,2,0,0,1,1,2,4,2,4,5,1,4,3,2,3,2,5,0,2,0,54.71428571,0,1,0.333333333,0.408888888,0.306666666,0,0,2,1,2,0,0,1,1,0,1,5,9,1,2.5,1,0,1,0,1,4,2,0,0,7
261,3,5,7,4,2,1,4,4,3,4,4,5,5,2,2,0.28,0,4,4,2,1,2,3,4,1974,1,6,0,0,0.038095238,0.5,1,3,0,3,0,0,4,0,0,0,2,104,4,1,0,0,0,1,3,2,2,2,4,1,1,3,4,3,3,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,2,3,2,5,0,0,3,6,4,1,0,6,1,7,0,0,0,54.4,0,1,0.5,0.426666666,0.32,0,0,0,2,2,0,1,1,2,0,1,0,0,2,3,1,2,0,0,0,2,2,0.3,23.4,9
263,3,4,6,6,3,1,3,4,2,5,7,4,6,3,2,0.1837,0,4,4,2,3,3,3,4,1865,2,6,0,0,0.047619048,0,3,4,3,1,1,0,2,0,2,4,3,240,2,4,3,4,1,1,3,2,2,2,3,1,1,3,3,3,4,2,4,2,2,2,3,1,4,5,5,1,1,0,0,2,0,0,1,1,3,0,1,3,1,3,2,1,5,6,4,1,1,6,1,0,0,1,0,54.08571429,0,1,0.333333333,0.444444444,0.333333333,0,0,1,2,2,1,0,1,0,1,1,2,3,2,1,1,3,0,0,2,3,2,0,64,4
265,5,5,5,4,3,1,3,2,1,2,5,2,3,2,1,0.004,0,4,4,2,2,2,2,4,2034,0,6,0,0,0.057142857,0,4,4,3,0,0,0,2,0,1,5,1,64,1,1,0,0,0,1,2,1,1,1,3,1,1,3,2,3,4,2,4,2,2,2,3,1,4,2,5,1,1,0,1,3,1,0,1,1,3,0,3,3,2,5,0,0,3,6,4,1,0,6,1,7,0,0,0,53.77142857,0,1,0.333333333,0.419753086,0.314814815,0,0,2,1,2,1,1,1,2,1,2,2,4,2,1,0,0,1,0,1,3,2,0,15,9
267,1,4,5,7,3,2,3,1,2,5,7,6,6,3,2,0.38,0,4,4,2,3,1,1,4,1904,2,6,0,0,0.066666667,0,4,4,3,0,0,0,1,0,0,5,0,0,4,5,1,4,1,1,2,1,3,2,2,1,3,3,3,2,4,2,5,2,2,2,4,1,3,2,4,1,1,0,0,3,1,0,1,1,3,0,2,3,2,4,2,3,3,6,4,1,1,6,1,7,0,2,0,53.45714286,0.5,1,0.333333333,0.395061728,0.296296296,0,0,2,2,2,0,1,1,2,0,2,2,3,2,1,1,0,1,0,2,3,2,0,40.3,4
270,3,4,5,7,0,3,2,1,3,5,6,6,6,5,1,0.67,0,4,4,3,1,2,3,2,1706,2,6,0,0,0.076190476,0,4,3,4,0,1,0,3,0,2,3,1,64,1,3,3,3,2,1,1,1,1,1,1,1,1,1,2,5,2,1,5,2,2,1,5,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,3,3,1,3,2,2,5,1,4,1,1,5,1,7,0,0,7.2,53.14285714,1,1,0,0.37037037,0.277777778,0,1,2,1,1,1,1,1,2,1,1,0,0,1,3,0,0,1,0,1,2,2,0,16.7,4
273,1,5,6,2,3,1,4,3,3,3,7,4,6,2,2,0.469,0,4,4,3,1,2,2,5,2083,2,6,0,0,0.085714286,0,4,3,0,0,0,0,5,0,1,0,0,64,3,1,0,0,0,1,5,1,1,2,4,1,1,3,3,3,4,2,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,0,0,52.82857143,1,1,0.333333333,0.345679012,0.259259259,0,0,1,2,2,0,0,2,0,0,1,0,1,2,0,2,0,1,0,2,3,2,0,63.3,4
274,2,5,6,2,3,2,4,5,3,5,6,4,6,4,4,0.3122,0,4,4,2,2,2,2,4,1846,0,6,0,0,0.095238095,0,4,4,2,0,0,0,0,0,4,4,1,64,4,4,1,3,1,1,3,4,1,1,1,1,4,3,3,3,4,2,3,3,3,2,4,1,4,4,4,3,1,0,1,3,1,0,1,1,2,0,1,3,2,5,0,0,3,6,4,1,0,6,1,3,0,2,0,52.51428571,1,1,0.333333333,0.320987654,0.240740741,0,0,1,2,2,1,1,1,2,1,1,2,3,2,3,1,0,2,0,2,3,2,5.3,95.4,9
275,1,5,5,3,2,0,3,4,3,5,6,6,6,2,2,0.49,0,4,4,2,1,3,1,4,1846,2,6,0,0,0.104761905,0,3,4,3,0,0,1,3,0,1,5,2,104,3,3,3,3,1,1,4,1,2,2,2,2,2,3,3,2,3,2,2,2,2,3,4,1,5,3,3,3,1,0,0,1,1,1,1,2,3,0,2,3,1,5,0,0,3,6,4,1,1,6,1,7,0,1,0,52.2,1,1,0,0.296296296,0.222222222,0,0,0,2,2,0,1,1,2,0,1,2,3,2,1,0,0,1,1,0,2,2,0,61.7,4
276,5,5,5,4,2,0,0,5,2,5,7,1,5,3,2,0.05,0,4,4,2,1,2,1,4,2041,2,6,0,0,0.114285714,0,3,3,4,1,0,0,3,0,4,3,3,96,4,4,4,3,1,1,3,3,3,2,4,1,3,3,3,3,4,2,4,1,2,3,3,1,4,3,5,2,1,0,0,1,1,0,1,2,1,0,2,3,1,4,2,1,4,1,4,2,1,6,1,7,0,2,0,51.88571429,1,1,0,0.271604938,0.203703704,0,0,0,2,2,0,1,2,2,0,1,2,3,2,0,0,0,3,0,2,3,2,5,71,9
27,2,5,7,1,0,0,5,5,3,3,5,6,6,5,4,0.75,0,4,4,2,1,3,1,4,1363,0,6,0,0,0.123809524,0,2,3,0,5,0,5,0,1,1,1,3,168,3,1,0,0,0,1,1,4,1,2,1,2,1,2,4,2,1,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,1,1,7,0,1,0,51.57142857,1,1,0,0.24691358,0.185185185,0,1,0,0,0,2,0,2,0,2,0,3,0,0,2,1,1,2,0,0,1,2,2.3,21,3
284,3,5,6,4,2,1,4,4,3,4,7,5,5,2,4,0.156,0,4,4,2,1,3,2,2,1947,2,6,0,0,0.133333333,0,2,3,3,5,0,2,0,0,0,0,1,232,4,1,0,0,0,1,1,4,2,2,2,1,1,3,4,2,2,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,2,5,0,0,5,6,4,1,1,6,1,1,0,0,0,51.25714286,1,1,0.333333333,0.222222222,0.166666667,0,1,0,0,0,2,0,2,0,2,0,3,0,0,2,1,1,2,0,0,0,2,3.7,25.6,4
285,4,5,4,1,3,1,4,4,3,4,3,5,6,4,2,0.603,0,4,4,2,1,3,2,6,2077,2,6,0,0,0.142857143,0,4,4,0,1,1,0,2,0,1,4,0,112,4,4,1,4,1,1,2,1,1,1,1,1,3,3,2,3,4,1,5,2,2,2,4,1,2,0,0,0,1,0,0,1,0,0,2,2,3,0,1,3,2,4,2,2,5,1,4,1,1,5,1,7,0,1,0,50.94285714,1,1,0.333333333,0.197530864,0.148148148,0,1,1,1,1,0,0,1,0,1,0,2,4,2,1,1,0,1,0,1,3,2,1.85,12.8,4
286,5,5,6,6,3,2,4,1,1,3,4,1,3,2,1,0.005,0,4,4,2,2,3,2,3,2024,2,6,0,0,0.152380952,0,3,3,3,0,4,0,2,0,1,1,2,85,4,1,0,0,0,2,2,1,2,2,4,1,2,2,1,3,2,4,5,4,2,2,3,1,3,5,3,1,1,0,0,2,1,0,4,0,0,0,1,3,2,4,2,3,2,6,4,1,1,6,1,7,0,2,0,50.62857143,1,1,0.333333333,0.172839506,0.12962963,0,2,2,0,0,2,1,2,2,2,2,3,0,1,4,1,1,1,0,1,0,2,0,0,9
288,4,5,6,6,1,0,3,5,3,5,7,6,6,1,4,0.38,0,4,4,1,3,3,1,4,1833,2,6,0,0,0.161904762,0,3,4,3,0,0,2,1,0,1,5,1,224,3,4,2,4,1,1,1,1,3,2,1,2,3,3,4,2,5,2,2,1,2,3,5,1,5,3,5,1,0,0,0,1,0,0,1,2,5,0,1,3,1,2,2,1,5,2,4,3,1,6,1,7,0,1,0,50.31428571,1,1,0.666666667,0.148148148,0.111111111,0,0,1,2,2,0,0,1,1,0,1,2,3,2,1,1,0,1,1,0,3,2,0.15,21,4
28,3,5,7,1,0,0,5,5,3,4,1,6,6,3,4,0.45,0,4,4,2,1,3,2,4,1428,0,6,0,0,0.171428571,0,2,3,0,4,0,2,3,1,1,0,1,232,3,1,0,0,0,1,3,3,2,2,2,2,1,3,4,4,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,1,3,2,5,0,0,5,1,4,1,0,6,1,7,0,1,6.57,50,1,1,0,0.12345679,0.092592592,0,1,0,1,1,0,1,1,2,1,1,3,0,1,2,0,1,3,0,0,0,2,0.3,25.7,0
297,4,5,7,2,3,1,3,4,1,5,7,6,6,2,4,0.528,0,4,4,2,2,3,3,5,1835,0,6,0,0,0.180952381,0,4,2,3,3,0,3,0,0,2,2,2,224,1,2,1,2,1,1,2,4,2,2,3,1,2,3,3,3,3,4,4,3,2,2,4,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,3,2,5,0,0,4,6,4,1,0,6,1,7,0,2,0,52.25,0.875,1,0.666666667,0.098765432,0.074074074,0,0,1,2,1,0,1,1,2,0,2,1,2,2,2,1,2,2,0,2,2,2,2,101.7,4
298,4,5,5,7,0,0,2,4,3,5,5,2,5,5,1,0.17,0,4,4,3,1,3,2,4,1911,0,6,0,0,0.19047619,0,4,1,3,2,0,2,0,2,3,2,2,224,1,1,0,0,0,1,1,5,1,1,1,1,1,2,3,1,1,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,5,0,0,5,6,4,1,1,6,1,7,0,0,0,54.5,0.75,1,0,0.074074074,0.055555556,0,1,2,0,0,2,0,2,0,2,0,1,2,1,2.5,1,2,4,0,2,1,2,10.3,51,4
299,1,5,7,1,3,1,4,5,3,5,7,5,6,1,2,0.907,0,4,4,2,1,3,2,5,1669,1,6,0,0.055555556,0.2,0,2,2,3,3,0,1,0,0,4,0,3,232,1,1,0,0,0,1,1,4,1,1,2,1,1,3,3,1,2,5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,0,56.75,0.625,1,0,0.049382716,0.037037037,0,0,1,2,2,0,1,1,2,0,1,1,5,0,3,1,1,2,0,2,2,2,5.3,226.7,4
307,1,5,6,4,1,0,4,5,3,6,7,3,6,1,2,0.03,0,4,4,1,1,3,2,6,2026,2,6,0,0.111111111,0.20952381,0,2,1,0,1,0,2,1,2,4,1,1,232,3,1,0,0,0,1,1,4,3,2,1,1,1,3,3,1,2,5,5,1,1,1,5,1,1,0,0,0,0,0,0,2,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,59,0.5,1,0,0.024691358,0.018518518,0,1,0,0,0,2,0,2,0,2,0,4,7,0,3,1,3,2,0,2,0,2,6,51,5
308,1,5,7,4,2,2,4,5,3,5,6,6,6,1,2,0.47,0,4,4,1,1,3,2,6,2008,2,6,0,0.166666667,0.219047619,0,4,2,0,0,0,3,0,1,4,1,2,232,3,1,0,0,0,1,1,5,3,1,1,1,1,3,3,1,3,3,5,1,1,1,5,1,1,0,0,0,0,0,0,2,0,0,2,2,4,0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,61.25,0.375,1,0,0,0,0,1,0,1,2,0,0,2,0,1,0,4,8,0,3,0,0,4,0,2,2,2,8,56,5
